protein,ligand1,ligand2,lambdai
CDK8,14,13,0.5
CDK8,13,14,0.5
CDK8,14,14,0.5
CDK8,14,14,0.5
CDK8,14,15,0.5
CDK8,15,14,0.5
CDK8,14,16,0.5
CDK8,16,14,0.5
CDK8,14,18,0.5
CDK8,18,14,0.5
CDK8,14,17,0.5
CDK8,17,14,0.5
CDK8,14,19,0.5
CDK8,19,14,0.5
CDK8,14,20,0.5
CDK8,20,14,0.5
CDK8,14,21,0.5
CDK8,21,14,0.5
CDK8,14,22,0.5
CDK8,22,14,0.5
CDK8,14,23,0.5
CDK8,23,14,0.5
CDK8,14,24,0.5
CDK8,24,14,0.5
CDK8,14,25,0.5
CDK8,25,14,0.5
CDK8,14,26,0.5
CDK8,26,14,0.5
CDK8,14,27,0.5
CDK8,27,14,0.5
CDK8,14,28,0.5
CDK8,28,14,0.5
CDK8,14,29,0.5
CDK8,29,14,0.5
CDK8,14,30,0.5
CDK8,30,14,0.5
CDK8,14,31,0.5
CDK8,31,14,0.5
CDK8,14,32,0.5
CDK8,32,14,0.5
CDK8,14,33,0.5
CDK8,33,14,0.5
CDK8,14,34,0.5
CDK8,34,14,0.5
CDK8,14,35,0.5
CDK8,35,14,0.5
CDK8,14,36,0.5
CDK8,36,14,0.5
CDK8,14,37,0.5
CDK8,37,14,0.5
CDK8,14,38,0.5
CDK8,38,14,0.5
CDK8,14,39,0.5
CDK8,39,14,0.5
CDK8,14,40,0.5
CDK8,40,14,0.5
CDK8,14,41,0.5
CDK8,41,14,0.5
CDK8,14,42,0.5
CDK8,42,14,0.5
CDK8,14,43,0.5
CDK8,43,14,0.5
CDK8,14,44,0.5
CDK8,44,14,0.5
CDK8,14,45,0.5
CDK8,45,14,0.5
