protein,ligand1,ligand2,lambdai
CDK2,22,1h1r,0.5
CDK2,1h1r,22,0.5
CDK2,1h1s,1oiy,0.5
CDK2,1oiy,1h1s,0.5
CDK2,1oiu,26,0.5
CDK2,26,1oiu,0.5
CDK2,26,1h1q,0.5
CDK2,1h1q,26,0.5
CDK2,17,1h1q,0.5
CDK2,1h1q,17,0.5
CDK2,1oiy,1oi9,0.5
CDK2,1oi9,1oiy,0.5
CDK2,29,26,0.5
CDK2,26,29,0.5
CDK2,1h1s,26,0.5
CDK2,26,1h1s,0.5
CDK2,28,26,0.5
CDK2,26,28,0.5
CDK2,17,21,0.5
CDK2,21,17,0.5
CDK2,28,31,0.5
CDK2,31,28,0.5
CDK2,1h1r,1oi9,0.5
CDK2,1oi9,1h1r,0.5
CDK2,1h1r,21,0.5
CDK2,21,1h1r,0.5
CDK2,30,26,0.5
CDK2,26,30,0.5
CDK2,1oiy,32,0.5
CDK2,32,1oiy,0.5
CDK2,17,22,0.5
CDK2,22,17,0.5
CDK2,26,1oi9,0.5
CDK2,1oi9,26,0.5
CDK2,1oiy,29,0.5
CDK2,29,1oiy,0.5
CDK2,1oiy,31,0.5
CDK2,31,1oiy,0.5
CDK2,31,32,0.5
CDK2,32,31,0.5
CDK2,1oi9,20,0.5
CDK2,20,1oi9,0.5
CDK2,20,1h1q,0.5
CDK2,1h1q,20,0.5
CDK2,1oiy,1h1q,0.5
CDK2,1h1q,1oiy,0.5
CDK2,1oiu,1h1q,0.5
CDK2,1h1q,1oiu,0.5
CDK2,30,31,0.5
CDK2,31,30,0.5
